Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SOX2 21211035 ChIP-Seq LN229 Gbm	97/3420	5.520788622651648E-11	1.362494798446612E-9	0	0	2.3667418502307647	55.90224205462826	RAB3C;RORB;HNMT;FGF1;SLC8A1;ALCAM;SCN9A;TNR;SOX5;MAGI1;EPHA4;SLC38A1;DAPK1;CACNA2D1;HGF;CACNA2D3;PRKCA;ATP1B1;RUNX1;GPRIN3;EML5;COL4A5;ZFPM2;TOX;KHDRBS3;EPAS1;NEDD4L;CACNA1A;CACNA1C;IQGAP2;CPLX2;LPP;LTBP1;PKHD1;FUT8;TSPAN9;PRDM16;PLXNA2;STXBP6;MPDZ;PTPRN2;SYT1;AUTS2;DENND4A;LRBA;NFATC2;SMAD6;ARHGAP24;GNAO1;FGF14;DCHS2;MYO5C;BCL2;PAM;CPEB2;PTPRT;RYR2;SNAP25;ELAVL4;FMN2;ROBO1;SMPD3;NETO1;AOX1;SFTPB;GPR39;PROX1;PARD3B;DNM3;DNAJC6;CDH13;MCTP2;DOCK1;NLGN1;NRXN1;SEMA3A;FIGN;NOL4;EGFR;SELENBP1;PTPRZ1;DMD;NCAM1;RUNX1T1;PPP1R14C;PCDH9;EYA2;FMO1;SYT14;PLXDC2;PTPN13;MEIS2;MYO1D;NFASC;RIMBP2;PDE7A;SNTB1
RUNX2 22187159 ChIP-Seq PCA Human	97/3423	5.805266432391221E-11	1.362494798446612E-9	0	0	2.3641739549781797	55.722801151379635	PREP;HNMT;ALCAM;MAGI1;EPHA4;SLC38A1;DAPK1;MTUS1;REV1;CACNA2D3;ATP11A;TC2N;RUNX1;TCERG1L;CLIP4;COL4A5;ZFPM2;TOX;RAI14;NOTCH3;KHDRBS3;EPAS1;CACNA1C;IQGAP2;LPP;NALCN;RAP1GAP;SEL1L3;PKHD1;TSPAN9;CDH20;PLXNA2;STXBP6;MPDZ;TMEM132D;PTPRN2;AUTS2;LRBA;DCLK2;NFATC2;ESR1;ST18;GNAO1;FAM135A;FGF14;BCL6;DCHS2;SDC1;SPATS2L;CPEB2;SH2D4A;DOCK8;PDE3B;CELF4;ELAVL4;FMN2;PTPRK;ROBO1;SYNE1;GRM5;PCLO;ATP7B;RASGEF1B;DNER;LRRFIP1;GRID2;ANXA2;DST;OSMR;PARD3B;PITPNM3;RARB;CDH13;NAF1;MCTP2;RAPGEF4;SP100;RBM47;LRP1;NRXN1;FIGN;SEMA3E;SNX30;EGFR;NCAM1;ACSS1;TCF7L2;PLCL2;PPP2R3A;PTPN13;MEIS2;VEGFA;STXBP5L;NFASC;NFIA;SLCO4C1;RIMBP2
TP53 18474530 ChIP-ChIP U2OS Human	40/827	5.8115891876869715E-11	1.362494798446612E-9	0	0	3.711665922593496	87.478702516632	PON3;NLGN1;KHDRBS3;EPAS1;SEMA3A;HSPA4L;FIGN;SEMA3E;NOD1;CACNA1C;LTBP1;TSPAN11;CDC14A;ALCAM;PALMD;EPSTI1;PLXNA2;TNR;RNF152;E2F7;EPHA4;GRID2;ANXA2;IGFBP5;AUTS2;DAPK1;EYA2;HGF;ATP1B1;PTPN14;DHRS3;RUNX1;PARD3B;DNM3;PEX5L;TCERG1L;SCGB1A1;CDH13;CPEB2;SNTB1
YAP1 20516196 ChIP-Seq MESCs Mouse	75/2329	6.611806060799653E-11	1.4947404416022073E-9	0	0	2.5916723444036	60.747709111796546	DOCK8;WWC2;CHD7;ELAVL4;FMN2;TSPAN11;SLC8A1;ROBO1;SMPD3;GRM5;ALCAM;PCLO;NETO1;NRCAM;SLC18A1;SOX5;MAGI1;EPHA4;GRID2;ANXA2;DST;DAPK1;LIMCH1;CACNA2D1;COL23A1;MTUS1;PRKCA;PROX1;RUNX1;PARD3B;CYP39A1;GPRIN3;EML5;TCERG1L;PITPNM3;COL4A5;CDH13;KIFC3;TOX;NLGN1;NFIX;EPAS1;SEMA3A;CACNA1A;NOD1;CACNA1C;CPLX2;LPP;ZFP36L1;STOX2;FUT8;CDH20;SPP1;PLXNA2;DMD;STXBP6;E2F7;SAMD4;ZFP462;TMEM132D;TCF7L2;SMAD3;AUTS2;PCDH9;LRBA;DCLK2;PLXDC2;SMAD6;PTPN13;PTPN14;MYO1D;PEX5L;NFIA;PPP2R2B;WNK2
PIAS1 25552417 ChIP-Seq VCAP Human	37/749	1.8173749412128486E-10	3.966890819957701E-9	0	0	3.7663661120164678	84.47378344044397	PCSK1;RAB3C;RBM47;KHDRBS3;SEMA3A;CHD7;NTN4;FMN2;CACNA1C;SLC4A4;LPP;CDC14A;RAP1GAP;ROBO1;PKHD1;RIMS2;PCLO;NETO1;RASGEF1B;KIF5B;E2F7;MAGI1;GRID2;AUTS2;PCDH9;EYA2;HGF;CACNA2D3;RUNX1;BMP5;MYO1D;BCL6;PTK7;MALAT1;MCTP2;SNTB1;HCN1
NFE2L2 20460467 ChIP-Seq MEFs Mouse	45/1055	2.0187821441985012E-10	4.004261301084168E-9	0	0	3.2786115225695798	73.18961384088794	RAB3C;DDC;KHDRBS3;PCX;NRXN1;PREP;SEMA3E;PTPRK;AHR;RORB;SLC4A4;LPP;NALCN;SYNE1;PCLO;PLXNA2;PAK6;AOX1;SAMD4;GABRP;TCF7L2;SMAD3;AUTS2;EYA1;PCDH9;DAPK1;CACNA2D1;LRBA;CACNA2D3;DCLK2;OSMR;PLXDC2;ATP1B1;ESR1;VEGFA;STXBP5L;CYP39A1;PEX5L;MDFIC;BCL6;KITL;LCP1;ZFPM2;PAM;RAI14
NRF2 20460467 ChIP-Seq MEFs Mouse	45/1055	2.0187821441985012E-10	4.004261301084168E-9	0	0	3.2786115225695798	73.18961384088794	RAB3C;DDC;KHDRBS3;PCX;NRXN1;PREP;SEMA3E;PTPRK;AHR;RORB;SLC4A4;LPP;NALCN;SYNE1;PCLO;PLXNA2;PAK6;AOX1;SAMD4;GABRP;TCF7L2;SMAD3;AUTS2;EYA1;PCDH9;DAPK1;CACNA2D1;LRBA;CACNA2D3;DCLK2;OSMR;PLXDC2;ATP1B1;ESR1;VEGFA;STXBP5L;CYP39A1;PEX5L;MDFIC;BCL6;KITL;LCP1;ZFPM2;PAM;RAI14
SUZ12 18692474 ChIP-Seq MEFs Mouse	47/1135	2.0242711158719332E-10	4.004261301084168E-9	0	0	3.1906913807189543	71.2182776068762	PTPRT;PCSK1;RYR2;NFIX;EPAS1;PDE3B;NTN4;CACNA1C;CPLX2;SLC4A4;TSPAN11;EGFR;NPAS2;SMPD3;DPP4;STOX2;ALCAM;ATP7B;PTPRZ1;PRDM16;PLXNA2;ATP6V1C2;RGS7;EPHA4;GRID2;IGFBP5;EYA1;ATP8B1;CACNA2D1;CADPS;CACNA2D3;NFATC2;PRKCA;PROX1;ATP11A;OSMR;SMAD6;PTPN13;RUNX1;FGF14;NFIA;KITL;BCL2;CDH13;ZFPM2;PAM;SNTB1
DMRT1 23473982 ChIP-Seq TESTES Mouse	68/2072	3.02253556697871E-10	5.7977727693864355E-9	0	0	2.5995541384762944	56.981589458356254	PTPRT;SNAP25;ZFP521;DOCK8;WWC2;SLC4A4;SLC4A5;SLC8A1;NETO1;SOX5;ST6GAL1;IGFBP5;VWF;DAPK1;MTUS1;REV1;ZFP618;PROX1;ATP11A;ATP1B1;E330009J07RIK;RUNX1;POR;CLIP4;CDH13;KIFC3;LCP1;ZFPM2;FREM1;ANK;RAPGEF4;YAP1;PCX;LRP1;EPAS1;NEDD4L;CACNA1A;CACNA1C;IQGAP2;CPLX2;LPP;NPAS2;SEL1L3;ZFP36L1;FAM171A1;PRDM16;NCAM1;ASCC2;ZFP462;WWTR1;GABRP;TCF7L2;PTPRN2;AUTS2;LRBA;PLCL2;NFATC2;SMAD6;ESR1;MEIS2;ST18;ACSF2;GNAO1;CCDC88A;FAM135A;NFIA;BCL6;PTK7
ISL1 27105846 Chip-Seq CPCs Mouse	57/1576	3.323010183971115E-10	6.186663077805046E-9	0	0	2.8193134891919978	61.53146016541468	RYR2;RAB3C;ARHGAP8;WWC2;CHD7;PREP;IKZF2;CDC14A;ROBO1;MECOM;DNER;SOX5;EPHA4;GRID2;DST;LIMCH1;DAPK2;MYOF;PARD3B;TCERG1L;CLIP4;RARB;NAF1;TOX;FREM1;MET;NOTCH3;KHDRBS3;NRXN1;CPLX2;ZFP36L1;FAM171A1;FUT8;CDH20;NCAM1;CCDC141;CD55;ZFP462;WWTR1;SYT1;AUTS2;EYA1;PCDH9;ATP8B1;EYA2;CADPS;MICAL3;PPP2R3A;SMAD6;MEIS2;ARHGAP24;STXBP5L;BMP5;SMAD7;FGF14;KITL;CPEB2
CEBPD 23245923 ChIP-Seq MEFs Mouse	29/504	6.267275841576173E-10	1.1334816022050621E-8	0	0	4.347399610136452	92.12361119441374	DOCK8;SEMA3A;CHD7;FIGN;IKZF2;LPP;PKHD1;MECOM;SPP1;TRPM6;SAMD4;RUNX1T1;MAGI1;EPHA4;TCF7L2;PCDH9;MTUS1;ZFP618;PLXDC2;MEIS2;PARD3B;AHI1;NFIA;KITL;NAF1;ZFPM2;MCTP2;SNTB1;RAPGEF4
SOX9 26525672 Chip-Seq HEART Mouse	59/1702	7.820471852626271E-10	1.375099634086786E-8	0	0	2.701922296611889	56.65689514407242	CYFIP2;PCSK1;RYR2;CELF4;PSIP1;FMN1;IKZF2;SLC8A1;ROBO1;ALCAM;MECOM;NETO1;NCKAP5;RGS7;IGFBP5;COL23A1;MYOF;PARD3B;RARB;ALDH1A7;DDC;NLGN1;KHDRBS3;EPAS1;NRXN1;NTN4;NEDD4L;FIGN;LPP;PKHD1;PALMD;PLXNA2;CCDC141;MPDZ;E2F7;RUNX1T1;ZFP462;TCF7L2;PCDH9;ATP8B1;LRBA;PLCL2;CADPS;PLXDC2;PTPN14;ST18;NET1;AHI1;FAM135A;FGF14;NFIA;BCL6;KITL;PPP2R2B;SLCO4C1;PAM;SNTB1;LRP11;HCN1
CDX2 21402776 ChIP-Seq INTESTINAL-VILLUS Mouse	65/2000	1.2397647948366734E-9	2.0651871450831957E-8	0	0	2.550387596899225	52.304226570710235	CYFIP2;PREP;FMN2;PTPRK;IKZF2;SYNE1;UNC80;DNER;AOX3;TNR;AOX1;LRRFIP1;NCKAP5;RNF152;RGS7;ABCC3;EPHA4;GPR39;IGFBP5;DST;COL23A1;REV1;PRKCA;PROX1;ATP1B1;PARD3B;DNM3;SP100;DDC;LRP1;IQGAP2;NPAS2;PKHD1;CDH20;PLXNA2;UTP20;STXBP6;CD55;E2F7;GABRP;PTPRN2;PPP1R14C;SYT1;EYA1;CADPS;4930523C07RIK;FMO1;RASSF9;FMO2;SYT14;ESR1;PTPN14;ST18;MYO1D;CCDC88A;AHI1;NFASC;FAM135A;KITL;SLCO4C1;BCL2;SPATS2L;PAM;IL18R1;LRP11
P53 22387025 ChIP-Seq ESCs Mouse	65/2000	1.2397647948366734E-9	2.0651871450831957E-8	0	0	2.550387596899225	52.304226570710235	PTPRT;SNAP25;FMN1;FMN2;IKZF2;HNMT;CDC14A;UNC80;DNER;SCN9A;AOX3;TNR;AOX1;LRRFIP1;NCKAP5;RNF152;RGS7;EPHA4;GPR39;IGFBP5;DST;REV1;ZFP618;PROX1;ATP1B1;PARD3B;DNM3;RAPGEF4;SP100;NLGN1;FIGN;NPAS2;PKHD1;DPP4;FAM171A1;PALMD;CDH20;PLXNA2;CCDC141;SCN3A;MPDZ;CD55;RUNX1T1;EYA1;EYA2;4930523C07RIK;DCLK2;NFATC2;FMO1;ARHGAP29;FMO2;SYT14;PLXDC2;MEIS2;PTPN14;ST18;PEX5L;NFASC;FAM135A;SLCO4C1;BCL2;SPATS2L;PDE7A;PAM;IL18R1
HNF4A 19822575 ChIP-Seq HepG2 Human	139/6083	3.0065065024367156E-9	4.5486294624278346E-8	0	0	2.0106651665545088	39.45425121805377	CYFIP2;RAB3C;WWC2;HNMT;CDC14A;ALCAM;KIF5B;SCN9A;TNR;NRCAM;SOX5;MAGI1;ST6GAL1;SLC38A1;DAPK1;MTUS1;REV1;PRKCA;ATP11A;TC2N;RUNX1;CYP39A1;POR;FREM1;RAI14;KHDRBS3;MAOB;EPAS1;NEDD4L;GSTT1;CACNA1C;IQGAP2;CPLX2;LPP;LTBP1;NPAS2;RAP1GAP;PKHD1;DPP4;FAM171A1;TSPAN9;IRAK2;PRDM16;PLXNA2;STXBP6;SCN3A;MPDZ;WWTR1;PTPRN2;SMAD3;SYT1;AUTS2;DENND4A;ATP8B1;LRBA;MICAL3;DCLK2;NFATC2;ARHGAP29;SMAD6;CP;ESR1;ST18;ACSF2;SMAD7;NET1;GNAO1;BCL6;PTK7;WNK2;MYO5C;DMXL2;BCL2;SDC1;LRP11;PTPRT;SNAP25;SH2D4A;PDE3B;CHD7;FMN1;PTPRK;ROBO1;SYNE1;SMPD3;ATP7B;CTSH;AOX1;LRRFIP1;RNF152;ABCC3;GPR39;GRID2;ANXA2;VWF;DST;PROX1;UPK3A;PARD3B;DNM3;DNAJC6;KIFC3;LCP1;DOCK1;MET;RAPGEF4;YAP1;SP100;RBM47;DDC;NFIX;LRP1;SEMA3A;PON2;NTN4;ASAP3;FIGN;SNX30;EGFR;SELENBP1;DMD;NCAM1;ACSS1;TCF7L2;EYA2;CADPS;MEIS2;PTPN14;DHRS3;VEGFA;MYO1D;NFASC;FRAS1;NFIA;TTC6;PPP2R2B;TTC3;PDE7A;SNTB1
SOX6 21985497 ChIP-Seq MYOTUBES Mouse	64/2000	3.1857943043996986E-9	4.5486294624278346E-8	0	0	2.4990328820116052	48.89248923273212	CYFIP2;PREP;FMN2;PTPRK;IKZF2;SYNE1;UNC80;DNER;AOX3;TNR;AOX1;LRRFIP1;NCKAP5;RNF152;RGS7;EPHA4;GPR39;SLC38A1;IGFBP5;DST;COL23A1;REV1;PROX1;ATP1B1;PARD3B;DNM3;PITPNM3;SP100;DDC;NTN4;GSTT1;EGFR;NPAS2;PKHD1;CDH20;PLXNA2;ASCC2;CD55;E2F7;GABRP;PPP1R14C;SYT1;EYA1;KCNJ15;4930523C07RIK;FMO1;RASSF9;FMO2;SYT14;ESR1;PTPN14;ST18;CCDC88A;AHI1;NFASC;FAM135A;KITL;SLCO4C1;BCL2;SDC1;SPATS2L;PAM;IL18R1;LRP11
TOP2B 26459242 ChIP-Seq MCF-7 Human	64/2000	3.1857943043996986E-9	4.5486294624278346E-8	0	0	2.4990328820116052	48.89248923273212	SNAP25;SH2D4A;ELAVL4;AHR;HNMT;SLC8A1;ROBO1;ALCAM;PCLO;MECOM;NRCAM;NCKAP5;MAGI1;EPHA4;DST;LIMCH1;HGF;COL23A1;PROX1;OSMR;PARD3B;CYP39A1;DNM3;EML5;MDFIC;CLIP4;RARB;LCP1;ZFPM2;TOX;MCTP2;NOTCH3;RBM47;NLGN1;EPAS1;NRXN1;SEMA3A;SEMA3E;LPP;EGFR;PKHD1;NCAM1;CCDC141;RUNX1T1;AUTS2;ATP8B1;PLCL2;CADPS;PPP2R3A;SMAD6;ESR1;ARHGAP24;VEGFA;STXBP5L;MYO1D;NFASC;FAM135A;BCL6;DCHS2;DMXL2;RIMBP2;PDE7A;CPEB2;SNTB1
RING1B 27294783 Chip-Seq ESCs Mouse	64/2000	3.1857943043996986E-9	4.5486294624278346E-8	0	0	2.4990328820116052	48.89248923273212	PTPRT;GABRB3;WWC2;CHD7;CELF4;FMN2;IKZF2;CDC14A;RIMS2;UNC80;ALCAM;NETO1;NRCAM;LRRFIP1;RNF152;RGS7;EPHA4;SLC38A1;IGFBP5;DAPK1;REV1;PROX1;PARD3B;DNM3;TCERG1L;RARB;NAF1;ZFPM2;NOTCH3;RBM47;KHDRBS3;EPAS1;NRXN1;NTN4;IQGAP2;EGFR;NPAS2;ZFP36L1;CDH20;PRDM16;SPP1;PLXNA2;NCAM1;CCDC141;ZFP462;PPP1R14C;SYT1;AUTS2;LRBA;CADPS;SMAD6;MEIS2;PTPN14;ARHGAP24;VEGFA;MYO1D;CCDC88A;FAM135A;NFIA;KITL;BCL2;SDC1;SPATS2L;PAM
RING1B 27294783 Chip-Seq NPCs Mouse	64/2000	3.1857943043996986E-9	4.5486294624278346E-8	0	0	2.4990328820116052	48.89248923273212	PTPRT;DOCK8;PREP;CELF4;FMN2;AHR;IKZF2;ALCAM;MECOM;NETO1;RASGEF1B;NRCAM;RGS7;EPHA4;SLC38A1;IGFBP5;CACNA2D1;REV1;CACNA2D3;PROX1;TC2N;ATP1B1;PARD3B;DNM3;EML5;POR;PITPNM3;NAF1;ZFPM2;TOX;NFIX;HSPA4L;NTN4;NOL4;EGFR;NPAS2;ZFP36L1;PRDM16;PLXNA2;PAK6;ATP6V1C2;RUNX1T1;PPP1R14C;SYT1;EYA1;CADPS;NFATC2;ARHGAP29;SMAD6;PTPN13;MEIS2;PTPN14;VEGFA;STXBP5L;SMAD7;MYO1D;FAM135A;NFIA;BCL6;KITL;WNK2;BCL2;SDC1;SPATS2L
AR 25329375 ChIP-Seq VCAP Human	62/1906	3.195655193694113E-9	4.5486294624278346E-8	0	0	2.5333250958748637	49.555572240791776	PTPRT;PCSK1;RAB3C;CHD7;CELF4;FMN1;FMN2;HNMT;ROBO1;RIMS2;UNC80;PCLO;MECOM;DNER;SOX5;EPHA4;GRID2;DST;HGF;REV1;CACNA2D3;PROX1;OSMR;TC2N;MDFIC;DNAJC6;RARB;MCTP2;RAPGEF4;NOTCH3;PON3;NLGN1;KHDRBS3;NRXN1;SEMA3A;SEMA3E;EGFR;ZFP36L1;STOX2;PALMD;ACSS1;MPDZ;RUNX1T1;PTPRN2;SMAD3;SYT1;AUTS2;EYA1;EYA2;NFATC2;SYT14;SMAD6;CP;ARHGAP24;MYO1D;FGF14;FRAS1;NFIA;MYO5C;RIMBP2;SPATS2L;SNTB1
ARNT 22903824 ChIP-Seq MCF-7 Human	42/1029	3.233622840588508E-9	4.5486294624278346E-8	0	0	3.098600877556089	60.57660201607763	GABRB3;EPAS1;NRXN1;NTN4;FMN1;FIGN;NOD1;FMN2;PTPRK;EGFR;ROBO1;PCLO;NRCAM;ASCC2;STXBP6;NCKAP5;MPDZ;EPHA4;TCF7L2;SLC38A1;PTPRN2;IGFBP5;AUTS2;DST;EYA2;MYOF;ATP11A;ATP1B1;SMAD6;CP;ESR1;ARHGAP24;RUNX1;DNM3;AHI1;BCL6;SLCO4C1;TTC3;BCL2;SPATS2L;CPEB2;RAI14
ESR1 22446102 ChIP-Seq UTERUS Mouse	62/1916	3.9091067280733715E-9	5.379270780153139E-8	0	0	2.518249969276146	48.753210987833924	RYR2;PREP;IKZF2;SLC8A1;CDC14A;SYNE1;SMPD3;ALCAM;RASGEF1B;DNER;TNR;SOX5;MAGI1;ABCC3;SFTPB;GPR39;SLC38A1;ANXA2;DST;DAPK1;CACNA2D1;COL23A1;CACNA2D3;PRKCA;GPRIN3;DNM3;CLDN10;MDFIC;COL8A1;RARB;CDH13;KIFC3;MCTP2;RAPGEF4;LRP1;NEDD4L;CPLX2;LPP;LTBP1;EGFR;NPAS2;RAP1GAP;ZFP36L1;IRAK2;STXBP6;MPDZ;SAMD4;TCF7L2;SYT1;AUTS2;ATP8B1;EYA2;MICAL3;NFATC2;ESR1;PTPN14;SMAD7;BCL6;PTK7;MYO5C;SCGB1A1;BCL2
SOX9 24532713 ChIP-Seq HFSC Mouse	50/1384	5.143780567352799E-9	6.927687444966643E-8	0	0	2.7647320917854326	52.76623215590658	DOCK8;CHD7;FMN1;PTPRK;ARHGAP44;ALCAM;LRRFIP1;NCKAP5;RNF152;ANXA2;DST;DAPK2;MYOF;MTUS1;PRKCA;RUNX1;CYP39A1;DNM3;KIFC3;DOCK1;RAPGEF4;RAI14;NFIX;PON2;NEDD4L;SEMA3E;CACNA1C;IQGAP2;LPP;EGFR;NPAS2;STOX2;FUT8;PALMD;TSPAN9;PLXNA2;SCN3A;ATP6V1C2;TCF7L2;PPP1R14C;AUTS2;EYA2;MICAL3;KCNJ15;PPP2R3A;PTPN13;MEIS2;CCDC88A;FAM135A;SDC1
NFE2 27457419 Chip-Seq LIVER Mouse	40/972	6.369554172829558E-9	8.39984956541898E-8	0	0	3.1101794621107928	58.69448683619815	SP100;FMN2;IKZF2;NPAS2;PKHD1;UNC80;CDH20;DNER;AOX3;PLXNA2;TNR;AOX1;LRRFIP1;NCKAP5;RNF152;CD55;RGS7;EPHA4;GPR39;IGFBP5;DST;EYA1;REV1;4930523C07RIK;FMO1;FMO2;SYT14;PROX1;ATP1B1;PTPN14;ST18;PARD3B;DNM3;NFASC;FAM135A;SLCO4C1;BCL2;SPATS2L;PAM;IL18R1
REST 21632747 ChIP-Seq MESCs Mouse	70/2339	7.940149088863133E-9	1.016086750082534E-7	0	0	2.3484173433076534	43.80111573634665	PTPRT;GABRB3;PCSK1;RYR2;SNAP25;ZFP521;CELF4;ELAVL4;FMN2;ROBO1;SMPD3;RIMS2;UNC80;GRM5;PCLO;ATP7B;NETO1;TNR;NRCAM;NCKAP5;EPHA4;SRRM3;GRID2;DAPK1;MTUS1;PRKCA;TCERG1L;DNAJC6;COL8A1;CDH13;KIFC3;MCTP2;KHDRBS3;LRP1;NRXN1;NEDD4L;CACNA1A;SEMA3E;CPLX2;RAP1GAP;FUT8;TSPAN9;IRAK2;PRDM16;STXBP6;E2F7;TMEM132D;WWTR1;PTPRN2;SMAD3;PPP1R14C;SYT1;PCDH9;EYA2;CADPS;KCNJ15;SYT14;ST18;DHRS3;GNAO1;MYO1D;AHI1;PEX5L;NFASC;FGF14;PPP2R2B;RIMBP2;UNC79;LRP11;HCN1
E2F1 18555785 Chip-Seq ESCs Mouse	63/2000	8.025961691015276E-9	1.016086750082534E-7	0	0	2.4481593937856023	45.63512165327478	PTPRT;SNAP25;ELAVL4;FMN1;FMN2;IKZF2;UNC80;MECOM;DNER;SCN9A;AOX3;TNR;AOX1;LRRFIP1;NCKAP5;RNF152;RGS7;EPHA4;GPR39;IGFBP5;DST;REV1;PROX1;ATP1B1;PARD3B;DNM3;RAPGEF4;SP100;NPAS2;PKHD1;DPP4;FAM171A1;PALMD;CDH20;PLXNA2;PAK6;CCDC141;SCN3A;CD55;RUNX1T1;ZFP462;WWTR1;EYA1;EYA2;LRBA;4930523C07RIK;NFATC2;FMO1;ARHGAP29;FMO2;SYT14;PLXDC2;MEIS2;PTPN14;ST18;PEX5L;NFASC;FAM135A;SLCO4C1;BCL2;SPATS2L;PAM;IL18R1
CTNNB1 20460455 ChIP-Seq HCT116 Human	40/988	1.0040117546425448E-8	1.232382857993098E-7	0	0	3.055080396852549	56.264428923508305	YAP1;RAB3C;LRP1;EPAS1;PDE3B;CACNA1A;EGFR;PKHD1;IRAK2;NRCAM;UTP20;LRRFIP1;RGS7;MAGI1;ABCC3;TCF7L2;PTPRN2;SMAD3;ANXA2;SYT1;PCDH9;DAPK2;HGF;PRKCA;PTPN14;DHRS3;ACSF2;RUNX1;SMAD7;PARD3B;CYP39A1;MYO1D;FRAS1;DNAJC6;BCL2;SPATS2L;PAM;MET;SNTB1;RAPGEF4
TAL1 26923725 Chip-Seq HEMANGIOBLAST Mouse	50/1413	1.0123840223639982E-8	1.232382857993098E-7	0	0	2.7016355959420957	49.732715155899186	PTPRT;GABRB3;RAB3C;ZFP521;PREP;FMN2;IKZF2;CDC14A;ROBO1;GRM5;MAGI1;EPHA4;GPR39;DAPK1;HGF;MYOF;REV1;ZFP618;PROX1;E330009J07RIK;RUNX1;PARD3B;ZFPM2;MCTP2;RBM47;CACNA1A;LPP;SEL1L3;ZFP36L1;FAM171A1;TSPAN9;CDH20;PRDM16;ASCC2;STXBP6;CD55;RUNX1T1;TMEM132D;PTPRN2;EYA1;KCNJ15;4930523C07RIK;ESR1;SMAD7;FRAS1;BCL6;PPP2R2B;SLCO4C1;CPEB2;HCN1
TFAP2C 20629094 ChIP-Seq MCF-7 Human	45/1203	1.2022256542331703E-8	1.4358657342067864E-7	0	0	2.8369405573008035	51.7358840428194	CELF4;ASAP3;LPP;RAP1GAP;SELENBP1;FUT8;TSPAN9;IRAK2;PRDM16;PLXNA2;NRCAM;LRRFIP1;NCKAP5;CD55;ATP6V1C2;MAGI1;ABCC3;ST6GAL1;SLC38A1;PTPRN2;SMAD3;PPP1R14C;IGFBP5;AUTS2;EYA1;DENND4A;ATP8B1;EYA2;DAPK2;MYOF;CADPS;MTUS1;PRKCA;SMAD6;ESR1;RUNX1;PARD3B;GNAO1;EML5;FRAS1;PTK7;WNK2;MYO5C;SDC1;RARB
SMAD4 21741376 ChIP-Seq HESCs Human	77/2738	1.7400389398996576E-8	2.0397123128823762E-7	0	0	2.221071127497283	39.68337421094418	PTPRT;GABRB3;SH2D4A;DOCK8;WWC2;FMN2;FGF1;SLC8A1;CDC14A;ROBO1;SYNE1;ALCAM;RASGEF1B;KIF5B;EPSTI1;TNR;NRCAM;LRRFIP1;SOX5;MAGI1;ABCC3;EPHA4;GPR39;ST6GAL1;GRID2;DST;DAPK1;LIMCH1;COL23A1;MYOF;MTUS1;CLIP4;COL8A1;KIFC3;ZFPM2;MCTP2;FREM1;DDC;NFIX;KHDRBS3;SEMA3A;NTN4;NEDD4L;SEMA3E;CACNA1C;IQGAP2;SNX30;RAP1GAP;FAM171A1;STOX2;TSPAN9;PRDM16;PLXNA2;NCAM1;ACSS1;RUNX1T1;TMEM132D;TCF7L2;SMAD3;ATP8B1;EYA2;LRBA;CADPS;MICAL3;KCNJ15;NFATC2;SMAD6;CP;ESR1;DHRS3;ARHGAP24;SMAD7;GNAO1;NFASC;FRAS1;SCGB1A1;IL18R1
SUZ12 18555785 Chip-Seq ESCs Mouse	62/2000	1.9819563878358278E-8	2.2403185598215697E-7	0	0	2.397760969810976	42.528118375179965	PTPRT;SNAP25;ELAVL4;FMN1;FMN2;IKZF2;UNC80;MECOM;DNER;SCN9A;AOX3;TNR;AOX1;LRRFIP1;NCKAP5;RNF152;RGS7;EPHA4;GPR39;IGFBP5;DST;REV1;PROX1;ATP1B1;PARD3B;DNM3;DNAJC6;SP100;FIGN;NPAS2;PKHD1;DPP4;FAM171A1;PALMD;CDH20;PLXNA2;PAK6;CCDC141;SCN3A;CD55;RUNX1T1;TMEM132D;EYA1;EYA2;4930523C07RIK;NFATC2;FMO1;ARHGAP29;FMO2;SYT14;PLXDC2;MEIS2;PTPN14;ST18;PEX5L;NFASC;FAM135A;SLCO4C1;BCL2;SPATS2L;PAM;IL18R1
CRX 20693478 ChIP-Seq RETINA Mouse	62/2000	1.9819563878358278E-8	2.2403185598215697E-7	0	0	2.397760969810976	42.528118375179965	CYFIP2;PREP;FMN2;PTPRK;IKZF2;SYNE1;UNC80;DNER;AOX3;TNR;AOX1;LRRFIP1;NCKAP5;RNF152;RGS7;ABCC3;EPHA4;GPR39;IGFBP5;DST;COL23A1;REV1;PROX1;ATP1B1;PARD3B;DNM3;PITPNM3;SP100;DDC;LRP1;EGFR;NPAS2;PKHD1;FUT8;CDH20;PLXNA2;UTP20;CD55;E2F7;SAMD4;GABRP;PPP1R14C;EYA1;4930523C07RIK;FMO1;RASSF9;FMO2;SYT14;ESR1;PTPN14;ST18;NET1;AHI1;NFASC;FAM135A;KITL;SLCO4C1;BCL2;SPATS2L;PAM;IL18R1;LRP11
FOXA1 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	29/594	2.507281294369471E-8	2.7844018584839914E-7	0	0	3.637784333005572	63.666616032656556	NFIX;FMN1;IKZF2;SMPD3;MECOM;KIF5B;CTSH;STXBP6;CD55;TMEM132D;EPHA4;TCF7L2;ATP8B1;DAPK2;LRBA;COL23A1;MYOF;KCNJ15;PLXDC2;CP;ST18;DHRS3;SMAD7;CLDN10;MYO5C;ZFPM2;MET;SNTB1;RAI14
