"Peak1","Peak2","coaccess"
"chr11_128482320_128483105","chr11_128738665_128739592",0.000429868823829412
"chr11_128482320_128483105","chr11_128745532_128746374",0
"chr11_128482320_128483105","chr11_128747441_128748365",0
"chr11_128483237_128483954","chr11_128449147_128449883",0
"chr11_128483237_128483954","chr11_128464941_128465342",0.0018832222199664
"chr11_128483237_128483954","chr11_128469845_128470616",0.000108806745338735
"chr11_128483237_128483954","chr11_128471119_128471862",0.00232833942732295
"chr11_128483237_128483954","chr11_128471994_128472845",0.000321930995421898
"chr11_128483237_128483954","chr11_128476461_128477358",0
"chr11_128483237_128483954","chr11_128482320_128483105",0.0573518090218723
"chr11_128483237_128483954","chr11_128488331_128489255",0.000141975819303236
"chr11_128483237_128483954","chr11_128492920_128493755",0
"chr11_128483237_128483954","chr11_128494330_128495120",0.00267682697805832
"chr11_128483237_128483954","chr11_128496778_128497610",0
"chr11_128483237_128483954","chr11_128498464_128499376",0.00010584757138865
"chr11_128483237_128483954","chr11_128503356_128504284",0
"chr11_128483237_128483954","chr11_128512226_128513133",0.00192729153016754
"chr11_128483237_128483954","chr11_128521993_128522901",0.0164974587478411
"chr11_128483237_128483954","chr11_128525248_128526153",0.00131242549944923
"chr11_128483237_128483954","chr11_128527740_128528356",0.00182548542572281
"chr11_128483237_128483954","chr11_128544373_128545299",0.00572880256808631
"chr11_128483237_128483954","chr11_128548424_128549323",0.00375205026231932
"chr11_128483237_128483954","chr11_128551465_128552251",0
"chr11_128483237_128483954","chr11_128552721_128553602",0
"chr11_128483237_128483954","chr11_128563758_128564671",0
"chr11_128483237_128483954","chr11_128565642_128566554",0.004742630258605
"chr11_128483237_128483954","chr11_128567999_128568808",-0.0688662453792701
"chr11_128483237_128483954","chr11_128575556_128576368",0
"chr11_128483237_128483954","chr11_128579599_128580473",0.0069177144684384
"chr11_128483237_128483954","chr11_128582529_128583435",0.00462753725758517
"chr11_128483237_128483954","chr11_128603822_128604728",0
"chr11_128483237_128483954","chr11_128610841_128611714",4.11504983243068e-05
"chr11_128483237_128483954","chr11_128613330_128614231",-0.00453726348542338
"chr11_128483237_128483954","chr11_128619724_128620615",0
"chr11_128483237_128483954","chr11_128624107_128624982",-0.00121714858884619
"chr11_128483237_128483954","chr11_128628405_128629239",0
"chr11_128483237_128483954","chr11_128630169_128631048",0.000143388934457461
"chr11_128483237_128483954","chr11_128631984_128632812",0.000707124444802438
"chr11_128483237_128483954","chr11_128643400_128644283",-0.00247328875842504
"chr11_128483237_128483954","chr11_128653516_128654408",0.000482463174499851
"chr11_128483237_128483954","chr11_128658217_128659073",0.00128461698307038
"chr11_128483237_128483954","chr11_128660704_128661623",0.000862164595277781
"chr11_128483237_128483954","chr11_128663802_128664602",0
"chr11_128483237_128483954","chr11_128669231_128670133",-0.002002958603236
"chr11_128483237_128483954","chr11_128677879_128678701",0
"chr11_128483237_128483954","chr11_128684635_128685313",0.140557510744769
"chr11_128483237_128483954","chr11_128685715_128686496",0.000258519928943771
"chr11_128483237_128483954","chr11_128686676_128687525",0.000240960778185953
"chr11_128483237_128483954","chr11_128692654_128693407",0.00440442867584543
"chr11_128483237_128483954","chr11_128693727_128694525",-0.000239419858984164
"chr11_128483237_128483954","chr11_128695608_128696497",0.00117134964748652
"chr11_128483237_128483954","chr11_128699625_128700528",0.000494207219975154
"chr11_128483237_128483954","chr11_128703388_128704277",0.00625241782648297
"chr11_128483237_128483954","chr11_128705365_128706204",-0.000697537886290678
"chr11_128483237_128483954","chr11_128707091_128707883",-0.00167978257570741
"chr11_128483237_128483954","chr11_128713337_128714200",-0.00904177507984905
"chr11_128483237_128483954","chr11_128716647_128717362",-0.00208052813198852
"chr11_128483237_128483954","chr11_128718565_128719467",-0.00661951557714569
"chr11_128483237_128483954","chr11_128720324_128721193",0.00503458659026864
"chr11_128483237_128483954","chr11_128725283_128726122",0.000889061093285073
"chr11_128483237_128483954","chr11_128726562_128727380",0.00746349725649782
"chr11_128483237_128483954","chr11_128728761_128729708",0.00488044194549483
"chr11_128483237_128483954","chr11_128730759_128731660",0
"chr11_128483237_128483954","chr11_128734167_128734984",0
"chr11_128483237_128483954","chr11_128735790_128736663",-0.00278612966268971
"chr11_128483237_128483954","chr11_128738665_128739592",0.00749529668132152
"chr11_128483237_128483954","chr11_128745532_128746374",0
"chr11_128483237_128483954","chr11_128747441_128748365",0
"chr11_128488331_128489255","chr11_128449147_128449883",0
"chr11_128488331_128489255","chr11_128464941_128465342",-0.00119620430179312
"chr11_128488331_128489255","chr11_128469845_128470616",0.000107249626155845
"chr11_128488331_128489255","chr11_128471119_128471862",0.0022950188645649
"chr11_128488331_128489255","chr11_128471994_128472845",0.00051952378783838
"chr11_128488331_128489255","chr11_128476461_128477358",0
"chr11_128488331_128489255","chr11_128482320_128483105",8.14257007440137e-06
"chr11_128488331_128489255","chr11_128483237_128483954",0.000141975819303236
"chr11_128488331_128489255","chr11_128492920_128493755",0
"chr11_128488331_128489255","chr11_128494330_128495120",0.00136210742470002
"chr11_128488331_128489255","chr11_128496778_128497610",0
"chr11_128488331_128489255","chr11_128498464_128499376",0.000539560964130195
"chr11_128488331_128489255","chr11_128503356_128504284",0
"chr11_128488331_128489255","chr11_128512226_128513133",0.000307450539620911
"chr11_128488331_128489255","chr11_128521993_128522901",0.000822031470730108
"chr11_128488331_128489255","chr11_128525248_128526153",0.0064419146023843
"chr11_128488331_128489255","chr11_128527740_128528356",0.00434707030838826
"chr11_128488331_128489255","chr11_128544373_128545299",0.00349071285839831
"chr11_128488331_128489255","chr11_128548424_128549323",0.00684708024818183
"chr11_128488331_128489255","chr11_128551465_128552251",0
"chr11_128488331_128489255","chr11_128552721_128553602",0
"chr11_128488331_128489255","chr11_128563758_128564671",0
"chr11_128488331_128489255","chr11_128565642_128566554",0.000756566512853301
"chr11_128488331_128489255","chr11_128567999_128568808",-0.010985864863777
"chr11_128488331_128489255","chr11_128575556_128576368",0
"chr11_128488331_128489255","chr11_128579599_128580473",0.00787462234120687
"chr11_128488331_128489255","chr11_128582529_128583435",0.00554247733800701
"chr11_128488331_128489255","chr11_128603822_128604728",0
"chr11_128488331_128489255","chr11_128610841_128611714",7.65184945835384e-05
"chr11_128488331_128489255","chr11_128613330_128614231",-0.0084369469525571
"chr11_128488331_128489255","chr11_128619724_128620615",0
"chr11_128488331_128489255","chr11_128624107_128624982",0.00756254166002429
"chr11_128488331_128489255","chr11_128628405_128629239",0
"chr11_128488331_128489255","chr11_128630169_128631048",0.000266628737230685
"chr11_128488331_128489255","chr11_128631984_128632812",0.00636053839951207
"chr11_128488331_128489255","chr11_128643400_128644283",-0.00536568410054583
"chr11_128488331_128489255","chr11_128653516_128654408",0.00613939931653437
"chr11_128488331_128489255","chr11_128658217_128659073",0.00460024103937704
"chr11_128488331_128489255","chr11_128660704_128661623",0.00173276872289656
"chr11_128488331_128489255","chr11_128663802_128664602",0
"chr11_128488331_128489255","chr11_128669231_128670133",-0.00507519986002514
"chr11_128488331_128489255","chr11_128677879_128678701",0
"chr11_128488331_128489255","chr11_128684635_128685313",-0.00376235573476802
"chr11_128488331_128489255","chr11_128685715_128686496",0.00308731617286277
"chr11_128488331_128489255","chr11_128686676_128687525",0.00381937873348297
"chr11_128488331_128489255","chr11_128692654_128693407",0.0075264899073734
"chr11_128488331_128489255","chr11_128693727_128694525",0.00561975418852229
"chr11_128488331_128489255","chr11_128695608_128696497",0.00474113778772415
"chr11_128488331_128489255","chr11_128699625_128700528",0.00952112870575309
"chr11_128488331_128489255","chr11_128703388_128704277",0.0136251383762822
"chr11_128488331_128489255","chr11_128705365_128706204",0.00195145409344097
"chr11_128488331_128489255","chr11_128707091_128707883",0.0138488914409627
"chr11_128488331_128489255","chr11_128713337_128714200",0.0158445754383199
"chr11_128488331_128489255","chr11_128716647_128717362",0.011597827396476
"chr11_128488331_128489255","chr11_128718565_128719467",0.0171516727647694
"chr11_128488331_128489255","chr11_128720324_128721193",0.00601991056687922
"chr11_128488331_128489255","chr11_128725283_128726122",0.00453201386078263
"chr11_128488331_128489255","chr11_128726562_128727380",0.0380453866127234
"chr11_128488331_128489255","chr11_128728761_128729708",0.00478231223194119
"chr11_128488331_128489255","chr11_128730759_128731660",0
"chr11_128488331_128489255","chr11_128734167_128734984",0
"chr11_128488331_128489255","chr11_128735790_128736663",-0.0068109491778935
"chr11_128488331_128489255","chr11_128738665_128739592",0.00520075201618543
"chr11_128488331_128489255","chr11_128745532_128746374",0
"chr11_128488331_128489255","chr11_128747441_128748365",0
"chr11_128492920_128493755","chr11_128449147_128449883",0
"chr11_128492920_128493755","chr11_128464941_128465342",0
"chr11_128492920_128493755","chr11_128469845_128470616",0
"chr11_128492920_128493755","chr11_128471119_128471862",0
"chr11_128492920_128493755","chr11_128471994_128472845",0
"chr11_128492920_128493755","chr11_128476461_128477358",0
"chr11_128492920_128493755","chr11_128482320_128483105",0
"chr11_128492920_128493755","chr11_128483237_128483954",0
"chr11_128492920_128493755","chr11_128488331_128489255",0
"chr11_128492920_128493755","chr11_128494330_128495120",0
"chr11_128492920_128493755","chr11_128496778_128497610",0
"chr11_128492920_128493755","chr11_128498464_128499376",0
"chr11_128492920_128493755","chr11_128503356_128504284",0
"chr11_128492920_128493755","chr11_128512226_128513133",0
"chr11_128492920_128493755","chr11_128521993_128522901",0
"chr11_128492920_128493755","chr11_128525248_128526153",0
"chr11_128492920_128493755","chr11_128527740_128528356",0
"chr11_128492920_128493755","chr11_128544373_128545299",0
"chr11_128492920_128493755","chr11_128548424_128549323",0
"chr11_128492920_128493755","chr11_128551465_128552251",0
"chr11_128492920_128493755","chr11_128552721_128553602",0
"chr11_128492920_128493755","chr11_128563758_128564671",0
"chr11_128492920_128493755","chr11_128565642_128566554",0
"chr11_128492920_128493755","chr11_128567999_128568808",0
"chr11_128492920_128493755","chr11_128575556_128576368",0
"chr11_128492920_128493755","chr11_128579599_128580473",0
"chr11_128492920_128493755","chr11_128582529_128583435",0
"chr11_128492920_128493755","chr11_128603822_128604728",0
"chr11_128492920_128493755","chr11_128610841_128611714",0
"chr11_128492920_128493755","chr11_128613330_128614231",0
"chr11_128492920_128493755","chr11_128619724_128620615",0
"chr11_128492920_128493755","chr11_128624107_128624982",0
"chr11_128492920_128493755","chr11_128628405_128629239",0
"chr11_128492920_128493755","chr11_128630169_128631048",0
"chr11_128492920_128493755","chr11_128631984_128632812",0
"chr11_128492920_128493755","chr11_128643400_128644283",0
"chr11_128492920_128493755","chr11_128653516_128654408",0
"chr11_128492920_128493755","chr11_128658217_128659073",0
"chr11_128492920_128493755","chr11_128660704_128661623",0
"chr11_128492920_128493755","chr11_128663802_128664602",0
"chr11_128492920_128493755","chr11_128669231_128670133",0
"chr11_128492920_128493755","chr11_128677879_128678701",0
"chr11_128492920_128493755","chr11_128684635_128685313",0
"chr11_128492920_128493755","chr11_128685715_128686496",0
"chr11_128492920_128493755","chr11_128686676_128687525",0
"chr11_128492920_128493755","chr11_128692654_128693407",0
"chr11_128492920_128493755","chr11_128693727_128694525",0
"chr11_128492920_128493755","chr11_128695608_128696497",0
"chr11_128492920_128493755","chr11_128699625_128700528",0
"chr11_128492920_128493755","chr11_128703388_128704277",0
"chr11_128492920_128493755","chr11_128705365_128706204",0
"chr11_128492920_128493755","chr11_128707091_128707883",0
"chr11_128492920_128493755","chr11_128713337_128714200",0
"chr11_128492920_128493755","chr11_128716647_128717362",0
"chr11_128492920_128493755","chr11_128718565_128719467",0
"chr11_128492920_128493755","chr11_128720324_128721193",0
"chr11_128492920_128493755","chr11_128725283_128726122",0
"chr11_128492920_128493755","chr11_128726562_128727380",0
"chr11_128492920_128493755","chr11_128728761_128729708",0
"chr11_128492920_128493755","chr11_128730759_128731660",0
"chr11_128492920_128493755","chr11_128734167_128734984",0
"chr11_128492920_128493755","chr11_128735790_128736663",0
"chr11_128492920_128493755","chr11_128738665_128739592",0
"chr11_128492920_128493755","chr11_128745532_128746374",0
"chr11_128492920_128493755","chr11_128747441_128748365",0
"chr11_128494330_128495120","chr11_128449147_128449883",0
"chr11_128494330_128495120","chr11_128464941_128465342",-0.00294910443223287
"chr11_128494330_128495120","chr11_128469845_128470616",0.000341903096588139
"chr11_128494330_128495120","chr11_128471119_128471862",0.00731633372206541
"chr11_128494330_128495120","chr11_128471994_128472845",0.0013288626449827
"chr11_128494330_128495120","chr11_128476461_128477358",0
"chr11_128494330_128495120","chr11_128482320_128483105",0.0001535208696302
"chr11_128494330_128495120","chr11_128483237_128483954",0.00267682697805832
"chr11_128494330_128495120","chr11_128488331_128489255",0.00136210742470002
"chr11_128494330_128495120","chr11_128492920_128493755",0
"chr11_128494330_128495120","chr11_128496778_128497610",0
"chr11_128494330_128495120","chr11_128498464_128499376",0.00101549519898891
"chr11_128494330_128495120","chr11_128503356_128504284",0
"chr11_128494330_128495120","chr11_128512226_128513133",0.00244530597438781
"chr11_128494330_128495120","chr11_128521993_128522901",0.00868815984823788
"chr11_128494330_128495120","chr11_128525248_128526153",0.0136111491278701
"chr11_128494330_128495120","chr11_128527740_128528356",0.00928786899938835
"chr11_128494330_128495120","chr11_128544373_128545299",0.0135935680469397
"chr11_128494330_128495120","chr11_128548424_128549323",0.0180744153021101
